,,,EV_01,AEL_01,PEMEL_01
period1,sc01,t7106, 0 ,,
period1,sc01,t7107, 0 ,,
period1,sc01,t7108, 0 ,,
period1,sc01,t7109, 0 ,,
period1,sc01,t7110, 0 ,,
period1,sc01,t7111, 0 ,,
period1,sc01,t7112, 0 ,,
period1,sc01,t7113, 0 ,,
period1,sc01,t7114, 1.0715367465 ,,
period1,sc01,t7115, 1.0715367465 ,,
period1,sc01,t7116, 1.0715367465 ,,
period1,sc01,t7117, 1.0715367465 ,,
period1,sc01,t7118, 1.0715367465 ,,
period1,sc01,t7119, 1.0715367465 ,,
period1,sc01,t7120, 0 ,,
period1,sc01,t7121, 0 ,,
period1,sc01,t7122, 0 ,,
period1,sc01,t7123, 0 ,,
period1,sc01,t7124, 0 ,,
period1,sc01,t7125, 0 ,,
period1,sc01,t7126, 0 ,,
period1,sc01,t7127, 0 ,,
period1,sc01,t7128, 0 ,,
period1,sc01,t7129, 0 ,,
period1,sc01,t7130, 0 ,,
period1,sc01,t7131, 0 ,,
period1,sc01,t7132, 0 ,,
period1,sc01,t7133, 0 ,,
period1,sc01,t7134, 0 ,,
period1,sc01,t7135, 0.880074912 ,,
period1,sc01,t7136, 0.880074912 ,,
period1,sc01,t7137, 0.880074912 ,,
period1,sc01,t7138, 0.880074912 ,,
period1,sc01,t7139, 0.880074912 ,,
period1,sc01,t7140, 0.880074912 ,,
period1,sc01,t7141, 0.880074912 ,,
period1,sc01,t7142, 0.880074912 ,,
period1,sc01,t7143, 0.880074912 ,,
period1,sc01,t7144, 0.880074912 ,,
period1,sc01,t7145, 0.880074912 ,,
period1,sc01,t7146, 0.880074912 ,,
period1,sc01,t7147, 0 ,,
period1,sc01,t7148, 0 ,,
period1,sc01,t7149, 0 ,,
period1,sc01,t7150, 0 ,,
period1,sc01,t7151, 0 ,,
period1,sc01,t7152, 0 ,,
period1,sc01,t7153, 0 ,,
period1,sc01,t7154, 0 ,,
period1,sc01,t7155, 0 ,,
period1,sc01,t7156, 0 ,,
period1,sc01,t7157, 0 ,,
period1,sc01,t7158, 0 ,,
period1,sc01,t7159, 0 ,,
period1,sc01,t7160, 0.9745479825 ,,
period1,sc01,t7161, 0.9745479825 ,,
period1,sc01,t7162, 0.9745479825 ,,
period1,sc01,t7163, 0.9745479825 ,,
period1,sc01,t7164, 0.9745479825 ,,
period1,sc01,t7165, 0.9745479825 ,,
period1,sc01,t7166, 0.9745479825 ,,
period1,sc01,t7167, 0.9745479825 ,,
period1,sc01,t7168, 0 ,,
period1,sc01,t7169, 0 ,,
period1,sc01,t7170, 0 ,,
period1,sc01,t7171, 0 ,,
period1,sc01,t7172, 0 ,,
period1,sc01,t7173, 0 ,,
period1,sc01,t7174, 0 ,,
period1,sc01,t7175, 0 ,,
period1,sc01,t7176, 0 ,,
period1,sc01,t7177, 0 ,,
period1,sc01,t7178, 0 ,,
period1,sc01,t7179, 0 ,,
period1,sc01,t7180, 0 ,,
period1,sc01,t7181, 0 ,,
period1,sc01,t7182, 0 ,,
period1,sc01,t7183, 0 ,,
period1,sc01,t7184, 0.8907057195 ,,
period1,sc01,t7185, 0.8907057195 ,,
period1,sc01,t7186, 0.8907057195 ,,
period1,sc01,t7187, 0.8907057195 ,,
period1,sc01,t7188, 0.8907057195 ,,
period1,sc01,t7189, 0.8907057195 ,,
period1,sc01,t7190, 0.8907057195 ,,
period1,sc01,t7191, 0.8907057195 ,,
period1,sc01,t7192, 0.8907057195 ,,
period1,sc01,t7193, 0.8907057195 ,,
period1,sc01,t7194, 0.8907057195 ,,
period1,sc01,t7195, 0 ,,
period1,sc01,t7196, 0 ,,
period1,sc01,t7197, 0 ,,
period1,sc01,t7198, 0 ,,
period1,sc01,t7199, 0 ,,
period1,sc01,t7200, 0 ,,
period1,sc01,t7201, 0 ,,
period1,sc01,t7202, 0 ,,
period1,sc01,t7203, 0 ,,
period1,sc01,t7204, 0 ,,
period1,sc01,t7205, 0 ,,
period1,sc01,t7206, 0 ,,
period1,sc01,t7207, 0 ,,
period1,sc01,t7208, 0 ,,
period1,sc01,t7209, 0 ,,
period1,sc01,t7210, 1.49010621 ,,
period1,sc01,t7211, 1.49010621 ,,
period1,sc01,t7212, 1.49010621 ,,
period1,sc01,t7213, 1.49010621 ,,
period1,sc01,t7214, 1.49010621 ,,
period1,sc01,t7215, 1.49010621 ,,
period1,sc01,t7216, 0 ,,
period1,sc01,t7217, 0 ,,
period1,sc01,t7218, 0 ,,
period1,sc01,t7219, 0 ,,
period1,sc01,t7220, 0 ,,
period1,sc01,t7221, 0 ,,
period1,sc01,t7222, 0 ,,
period1,sc01,t7223, 0 ,,
period1,sc01,t7224, 0 ,,
period1,sc01,t7225, 0 ,,
period1,sc01,t7226, 0 ,,
period1,sc01,t7227, 0 ,,
period1,sc01,t7228, 0 ,,
period1,sc01,t7229, 0 ,,
period1,sc01,t7230, 0 ,,
period1,sc01,t7231, 0.462328155 ,,
period1,sc01,t7232, 0.462328155 ,,
period1,sc01,t7233, 0.462328155 ,,
period1,sc01,t7234, 0.462328155 ,,
period1,sc01,t7235, 0.462328155 ,,
period1,sc01,t7236, 0.462328155 ,,
period1,sc01,t7237, 0.462328155 ,,
period1,sc01,t7238, 0.462328155 ,,
period1,sc01,t7239, 0.462328155 ,,
period1,sc01,t7240, 0.462328155 ,,
period1,sc01,t7241, 0.462328155 ,,
period1,sc01,t7242, 0 ,,
period1,sc01,t7243, 0 ,,
period1,sc01,t7244, 0 ,,
period1,sc01,t7245, 0 ,,
period1,sc01,t7246, 0 ,,
period1,sc01,t7247, 0 ,,
period1,sc01,t7248, 0 ,,
period1,sc01,t7249, 0 ,,
period1,sc01,t7250, 0 ,,
period1,sc01,t7251, 0 ,,
period1,sc01,t7252, 0 ,,
period1,sc01,t7253, 0 ,,
period1,sc01,t7254, 0 ,,
period1,sc01,t7255, 0 ,,
period1,sc01,t7256, 0 ,,
period1,sc01,t7257, 0.7401968535 ,,
period1,sc01,t7258, 0.7401968535 ,,
period1,sc01,t7259, 0.7401968535 ,,
period1,sc01,t7260, 0.7401968535 ,,
period1,sc01,t7261, 0.7401968535 ,,
period1,sc01,t7262, 0.7401968535 ,,
period1,sc01,t7263, 0.7401968535 ,,
period1,sc01,t7264, 0.7401968535 ,,
period1,sc01,t7265, 0.7401968535 ,,
period1,sc01,t7266, 0.7401968535 ,,
period1,sc01,t7267, 0 ,,
period1,sc01,t7268, 0 ,,
period1,sc01,t7269, 0 ,,
period1,sc01,t7270, 0 ,,
period1,sc01,t7271, 0 ,,
period1,sc01,t7272, 0 ,,
period1,sc01,t7273, 0 ,,
period1,sc01,t7274, 0 ,,
period1,sc01,t7275, 0 ,,
period1,sc01,t7276, 0 ,,
period1,sc01,t7277, 0 ,,
period1,sc01,t7278, 0 ,,
period1,sc01,t7279, 0 ,,
period1,sc01,t7280, 0 ,,
period1,sc01,t7281, 2.096769057 ,,
period1,sc01,t7282, 2.096769057 ,,
period1,sc01,t7283, 2.096769057 ,,
period1,sc01,t7284, 2.096769057 ,,
period1,sc01,t7285, 2.096769057 ,,
period1,sc01,t7286, 2.096769057 ,,
period1,sc01,t7287, 2.096769057 ,,
period1,sc01,t7288, 2.096769057 ,,
period1,sc01,t7289, 0 ,,
period1,sc01,t7290, 0 ,,
period1,sc01,t7291, 0 ,,
period1,sc01,t7292, 0 ,,
period1,sc01,t7293, 0 ,,
period1,sc01,t7294, 0 ,,
period1,sc01,t7295, 0 ,,
period1,sc01,t7296, 0 ,,
period1,sc01,t7297, 0 ,,
period1,sc01,t7298, 0 ,,
period1,sc01,t7299, 0 ,,
period1,sc01,t7300, 0 ,,
period1,sc01,t7301, 0 ,,
period1,sc01,t7302, 0 ,,
period1,sc01,t7303, 0 ,,
period1,sc01,t7304, 0 ,,
period1,sc01,t7305, 0.6624679875 ,,
period1,sc01,t7306, 0.6624679875 ,,
period1,sc01,t7307, 0.6624679875 ,,
period1,sc01,t7308, 0.6624679875 ,,
period1,sc01,t7309, 0.6624679875 ,,
period1,sc01,t7310, 0.6624679875 ,,
period1,sc01,t7311, 0.6624679875 ,,
period1,sc01,t7312, 0.6624679875 ,,
period1,sc01,t7313, 0.6624679875 ,,
period1,sc01,t7314, 0 ,,
period1,sc01,t7315, 0 ,,
period1,sc01,t7316, 0 ,,
period1,sc01,t7317, 0 ,,
period1,sc01,t7318, 0 ,,
period1,sc01,t7319, 0 ,,
period1,sc01,t7320, 0 ,,
period1,sc01,t7321, 0 ,,
period1,sc01,t7322, 0 ,,
period1,sc01,t7323, 0 ,,
period1,sc01,t7324, 0 ,,
period1,sc01,t7325, 0 ,,
period1,sc01,t7326, 0 ,,
period1,sc01,t7327, 0 ,,
period1,sc01,t7328, 0 ,,
period1,sc01,t7329, 0 ,,
period1,sc01,t7330, 2.9162572545 ,,
period1,sc01,t7331, 2.9162572545 ,,
period1,sc01,t7332, 2.9162572545 ,,
period1,sc01,t7333, 2.9162572545 ,,
period1,sc01,t7334, 2.9162572545 ,,
period1,sc01,t7335, 2.9162572545 ,,
period1,sc01,t7336, 0 ,,
period1,sc01,t7337, 0 ,,
period1,sc01,t7338, 0 ,,
period1,sc01,t7339, 0 ,,
period1,sc01,t7340, 0 ,,
period1,sc01,t7341, 0 ,,
period1,sc01,t7342, 0 ,,
period1,sc01,t7343, 0 ,,
period1,sc01,t7344, 0 ,,
period1,sc01,t7345, 0 ,,
period1,sc01,t7346, 0 ,,
period1,sc01,t7347, 0 ,,
period1,sc01,t7348, 0 ,,
period1,sc01,t7349, 0 ,,
period1,sc01,t7350, 0 ,,
period1,sc01,t7351, 0.888855981 ,,
period1,sc01,t7352, 0.888855981 ,,
period1,sc01,t7353, 0.888855981 ,,
period1,sc01,t7354, 0.888855981 ,,
period1,sc01,t7355, 0.888855981 ,,
period1,sc01,t7356, 0.888855981 ,,
period1,sc01,t7357, 0.888855981 ,,
period1,sc01,t7358, 0.888855981 ,,
period1,sc01,t7359, 0.888855981 ,,
period1,sc01,t7360, 0.888855981 ,,
period1,sc01,t7361, 0 ,,
period1,sc01,t7362, 0 ,,
period1,sc01,t7363, 0 ,,
period1,sc01,t7364, 0 ,,
period1,sc01,t7365, 0 ,,
period1,sc01,t7366, 0 ,,
period1,sc01,t7367, 0 ,,
period1,sc01,t7368, 0 ,,
period1,sc01,t7369, 0 ,,
period1,sc01,t7370, 0 ,,
period1,sc01,t7371, 0 ,,
period1,sc01,t7372, 0 ,,
period1,sc01,t7373, 0 ,,
period1,sc01,t7374, 0 ,,
period1,sc01,t7375, 0 ,,
period1,sc01,t7376, 1.467286218 ,,
period1,sc01,t7377, 1.467286218 ,,
period1,sc01,t7378, 1.467286218 ,,
period1,sc01,t7379, 1.467286218 ,,
period1,sc01,t7380, 1.467286218 ,,
period1,sc01,t7381, 1.467286218 ,,
period1,sc01,t7382, 1.467286218 ,,
period1,sc01,t7383, 1.467286218 ,,
period1,sc01,t7384, 1.467286218 ,,
period1,sc01,t7385, 0 ,,
period1,sc01,t7386, 0 ,,
period1,sc01,t7387, 0 ,,
period1,sc01,t7388, 0 ,,
period1,sc01,t7389, 0 ,,
period1,sc01,t7390, 0 ,,
period1,sc01,t7391, 0 ,,
period1,sc01,t7392, 0 ,,
period1,sc01,t7393, 0 ,,
period1,sc01,t7394, 0 ,,
period1,sc01,t7395, 0 ,,
period1,sc01,t7396, 0 ,,
period1,sc01,t7397, 0 ,,
period1,sc01,t7398, 0 ,,
period1,sc01,t7399, 0 ,,
period1,sc01,t7400, 0 ,,
period1,sc01,t7401, 2.765914479 ,,
period1,sc01,t7402, 2.765914479 ,,
period1,sc01,t7403, 2.765914479 ,,
period1,sc01,t7404, 2.765914479 ,,
period1,sc01,t7405, 2.765914479 ,,
period1,sc01,t7406, 2.765914479 ,,
period1,sc01,t7407, 2.765914479 ,,
period1,sc01,t7408, 0 ,,
period1,sc01,t7409, 0 ,,
period1,sc01,t7410, 0 ,,
period1,sc01,t7411, 0 ,,
period1,sc01,t7412, 0 ,,
period1,sc01,t7413, 0 ,,
period1,sc01,t7414, 0 ,,
period1,sc01,t7415, 0 ,,
period1,sc01,t7416, 0 ,,
period1,sc01,t7417, 0 ,,
period1,sc01,t7418, 0 ,,
period1,sc01,t7419, 0 ,,
period1,sc01,t7420, 0 ,,
period1,sc01,t7421, 0 ,,
period1,sc01,t7422, 0 ,,
period1,sc01,t7423, 0 ,,
period1,sc01,t7424, 0 ,,
period1,sc01,t7425, 0 ,,
period1,sc01,t7426, 0 ,,
period1,sc01,t7427, 0.931865706 ,,
period1,sc01,t7428, 0.931865706 ,,
period1,sc01,t7429, 0.931865706 ,,
period1,sc01,t7430, 0.931865706 ,,
period1,sc01,t7431, 0.931865706 ,,
period1,sc01,t7432, 0.931865706 ,,
period1,sc01,t7433, 0 ,,
period1,sc01,t7434, 0 ,,
period1,sc01,t7435, 0 ,,
period1,sc01,t7436, 0 ,,
period1,sc01,t7437, 0 ,,
period1,sc01,t7438, 0 ,,
period1,sc01,t7439, 0 ,,
period1,sc01,t7440, 0 ,,
period1,sc01,t7441, 0 ,,
period1,sc01,t7442, 0 ,,
period1,sc01,t7443, 0 ,,
period1,sc01,t7444, 0 ,,
period1,sc01,t7445, 0 ,,
period1,sc01,t7446, 0.3582578895 ,,
period1,sc01,t7447, 0.3582578895 ,,
period1,sc01,t7448, 0.3582578895 ,,
period1,sc01,t7449, 0.3582578895 ,,
period1,sc01,t7450, 0.3582578895 ,,
period1,sc01,t7451, 0.3582578895 ,,
period1,sc01,t7452, 0.3582578895 ,,
period1,sc01,t7453, 0.3582578895 ,,
period1,sc01,t7454, 0.3582578895 ,,
period1,sc01,t7455, 0.3582578895 ,,
period1,sc01,t7456, 0.3582578895 ,,
period1,sc01,t7457, 0.3582578895 ,,
period1,sc01,t7458, 0.3582578895 ,,
period1,sc01,t7459, 0 ,,
period1,sc01,t7460, 0 ,,
period1,sc01,t7461, 0 ,,
period1,sc01,t7462, 0 ,,
period1,sc01,t7463, 0 ,,
period1,sc01,t7464, 0 ,,
period1,sc01,t7465, 0 ,,
period1,sc01,t7466, 0 ,,
period1,sc01,t7467, 0 ,,
period1,sc01,t7468, 0 ,,
period1,sc01,t7469, 0 ,,
period1,sc01,t7470, 0 ,,
period1,sc01,t7471, 0 ,,
period1,sc01,t7472, 1.482817875 ,,
period1,sc01,t7473, 1.482817875 ,,
period1,sc01,t7474, 1.482817875 ,,
period1,sc01,t7475, 1.482817875 ,,
period1,sc01,t7476, 1.482817875 ,,
period1,sc01,t7477, 1.482817875 ,,
period1,sc01,t7478, 1.482817875 ,,
period1,sc01,t7479, 1.482817875 ,,
period1,sc01,t7480, 1.482817875 ,,
period1,sc01,t7481, 0 ,,
period1,sc01,t7482, 0 ,,
period1,sc01,t7483, 0 ,,
period1,sc01,t7484, 0 ,,
period1,sc01,t7485, 0 ,,
period1,sc01,t7486, 0 ,,
period1,sc01,t7487, 0 ,,
period1,sc01,t7488, 0 ,,
period1,sc01,t7489, 0 ,,
period1,sc01,t7490, 0 ,,
period1,sc01,t7491, 0 ,,
period1,sc01,t7492, 0 ,,
period1,sc01,t7493, 0 ,,
period1,sc01,t7494, 0 ,,
period1,sc01,t7495, 0 ,,
period1,sc01,t7496, 0 ,,
period1,sc01,t7497, 1.4098707855 ,,
period1,sc01,t7498, 1.4098707855 ,,
period1,sc01,t7499, 1.4098707855 ,,
period1,sc01,t7500, 1.4098707855 ,,
period1,sc01,t7501, 1.4098707855 ,,
period1,sc01,t7502, 1.4098707855 ,,
period1,sc01,t7503, 1.4098707855 ,,
period1,sc01,t7504, 0 ,,
period1,sc01,t7505, 0 ,,
period1,sc01,t7506, 0 ,,
period1,sc01,t7507, 0 ,,
period1,sc01,t7508, 0 ,,
period1,sc01,t7509, 0 ,,
period1,sc01,t7510, 0 ,,
period1,sc01,t7511, 0 ,,
period1,sc01,t7512, 0 ,,
period1,sc01,t7513, 0 ,,
period1,sc01,t7514, 0 ,,
period1,sc01,t7515, 0 ,,
period1,sc01,t7516, 0 ,,
period1,sc01,t7517, 0 ,,
period1,sc01,t7518, 0 ,,
period1,sc01,t7519, 0 ,,
period1,sc01,t7520, 1.7413307115 ,,
period1,sc01,t7521, 1.7413307115 ,,
period1,sc01,t7522, 1.7413307115 ,,
period1,sc01,t7523, 1.7413307115 ,,
period1,sc01,t7524, 1.7413307115 ,,
period1,sc01,t7525, 1.7413307115 ,,
period1,sc01,t7526, 1.7413307115 ,,
period1,sc01,t7527, 1.7413307115 ,,
period1,sc01,t7528, 1.7413307115 ,,
period1,sc01,t7529, 0 ,,
period1,sc01,t7530, 0 ,,
period1,sc01,t7531, 0 ,,
period1,sc01,t7532, 0 ,,
period1,sc01,t7533, 0 ,,
period1,sc01,t7534, 0 ,,
period1,sc01,t7535, 0 ,,
period1,sc01,t7536, 0 ,,
period1,sc01,t7537, 0 ,,
period1,sc01,t7538, 0 ,,
period1,sc01,t7539, 0 ,,
period1,sc01,t7540, 0 ,,
period1,sc01,t7541, 0 ,,
period1,sc01,t7542, 0 ,,
period1,sc01,t7543, 0 ,,
period1,sc01,t7544, 2.034217965 ,,
period1,sc01,t7545, 2.034217965 ,,
period1,sc01,t7546, 2.034217965 ,,
period1,sc01,t7547, 2.034217965 ,,
period1,sc01,t7548, 2.034217965 ,,
period1,sc01,t7549, 2.034217965 ,,
period1,sc01,t7550, 2.034217965 ,,
period1,sc01,t7551, 2.034217965 ,,
period1,sc01,t7552, 2.034217965 ,,
period1,sc01,t7553, 0 ,,
period1,sc01,t7554, 0 ,,
period1,sc01,t7555, 0 ,,
period1,sc01,t7556, 0 ,,
period1,sc01,t7557, 0 ,,
period1,sc01,t7558, 0 ,,
period1,sc01,t7559, 0 ,,
period1,sc01,t7560, 0 ,,
period1,sc01,t7561, 0 ,,
period1,sc01,t7562, 0 ,,
period1,sc01,t7563, 0 ,,
period1,sc01,t7564, 0 ,,
period1,sc01,t7565, 0 ,,
period1,sc01,t7566, 0.7936902945 ,,
period1,sc01,t7567, 0.7936902945 ,,
period1,sc01,t7568, 0.7936902945 ,,
period1,sc01,t7569, 0.7936902945 ,,
period1,sc01,t7570, 0.7936902945 ,,
period1,sc01,t7571, 0.7936902945 ,,
period1,sc01,t7572, 0.7936902945 ,,
period1,sc01,t7573, 0.7936902945 ,,
period1,sc01,t7574, 0.7936902945 ,,
period1,sc01,t7575, 0.7936902945 ,,
period1,sc01,t7576, 0.7936902945 ,,
period1,sc01,t7577, 0.7936902945 ,,
period1,sc01,t7578, 0 ,,
period1,sc01,t7579, 0 ,,
period1,sc01,t7580, 0 ,,
period1,sc01,t7581, 0 ,,
period1,sc01,t7582, 0 ,,
period1,sc01,t7583, 0 ,,
period1,sc01,t7584, 0 ,,
period1,sc01,t7585, 0 ,,
period1,sc01,t7586, 0 ,,
period1,sc01,t7587, 0 ,,
period1,sc01,t7588, 0 ,,
period1,sc01,t7589, 0 ,,
period1,sc01,t7590, 0 ,,
period1,sc01,t7591, 0 ,,
period1,sc01,t7592, 0 ,,
period1,sc01,t7593, 0 ,,
period1,sc01,t7594, 2.9127761715 ,,
period1,sc01,t7595, 2.9127761715 ,,
period1,sc01,t7596, 2.9127761715 ,,
period1,sc01,t7597, 2.9127761715 ,,
period1,sc01,t7598, 2.9127761715 ,,
period1,sc01,t7599, 2.9127761715 ,,
period1,sc01,t7600, 0 ,,
period1,sc01,t7601, 0 ,,
period1,sc01,t7602, 0 ,,
period1,sc01,t7603, 0 ,,
period1,sc01,t7604, 0 ,,
period1,sc01,t7605, 0 ,,
period1,sc01,t7606, 0 ,,
period1,sc01,t7607, 0 ,,
period1,sc01,t7608, 0 ,,
period1,sc01,t7609, 0 ,,
period1,sc01,t7610, 0 ,,
period1,sc01,t7611, 0 ,,
period1,sc01,t7612, 0 ,,
period1,sc01,t7613, 0 ,,
period1,sc01,t7614, 0 ,,
period1,sc01,t7615, 0 ,,
period1,sc01,t7616, 3.4212057825 ,,
period1,sc01,t7617, 3.4212057825 ,,
period1,sc01,t7618, 3.4212057825 ,,
period1,sc01,t7619, 3.4212057825 ,,
period1,sc01,t7620, 3.4212057825 ,,
period1,sc01,t7621, 3.4212057825 ,,
period1,sc01,t7622, 3.4212057825 ,,
period1,sc01,t7623, 3.4212057825 ,,
period1,sc01,t7624, 3.4212057825 ,,
period1,sc01,t7625, 0 ,,
period1,sc01,t7626, 0 ,,
period1,sc01,t7627, 0 ,,
period1,sc01,t7628, 0 ,,
period1,sc01,t7629, 0 ,,
period1,sc01,t7630, 0 ,,
period1,sc01,t7631, 0 ,,
period1,sc01,t7632, 0 ,,
period1,sc01,t7633, 0 ,,
period1,sc01,t7634, 0 ,,
period1,sc01,t7635, 0 ,,
period1,sc01,t7636, 0 ,,
period1,sc01,t7637, 0 ,,
period1,sc01,t7638, 0 ,,
period1,sc01,t7639, 0 ,,
period1,sc01,t7640, 0 ,,
period1,sc01,t7641, 0 ,,
period1,sc01,t7642, 0.6685396005 ,,
period1,sc01,t7643, 0.6685396005 ,,
period1,sc01,t7644, 0.6685396005 ,,
period1,sc01,t7645, 0.6685396005 ,,
period1,sc01,t7646, 0.6685396005 ,,
period1,sc01,t7647, 0.6685396005 ,,
period1,sc01,t7648, 0.6685396005 ,,
period1,sc01,t7649, 0.6685396005 ,,
period1,sc01,t7650, 0 ,,
period1,sc01,t7651, 0 ,,
period1,sc01,t7652, 0 ,,
period1,sc01,t7653, 0 ,,
period1,sc01,t7654, 0 ,,
period1,sc01,t7655, 0 ,,
period1,sc01,t7656, 0 ,,
period1,sc01,t7657, 0 ,,
period1,sc01,t7658, 0 ,,
period1,sc01,t7659, 0 ,,
period1,sc01,t7660, 0 ,,
period1,sc01,t7661, 0 ,,
period1,sc01,t7662, 0 ,,
period1,sc01,t7663, 0 ,,
period1,sc01,t7664, 1.6360190205 ,,
period1,sc01,t7665, 1.6360190205 ,,
period1,sc01,t7666, 1.6360190205 ,,
period1,sc01,t7667, 1.6360190205 ,,
period1,sc01,t7668, 1.6360190205 ,,
period1,sc01,t7669, 1.6360190205 ,,
period1,sc01,t7670, 1.6360190205 ,,
period1,sc01,t7671, 1.6360190205 ,,
period1,sc01,t7672, 1.6360190205 ,,
period1,sc01,t7673, 1.6360190205 ,,
period1,sc01,t7674, 1.6360190205 ,,
period1,sc01,t7675, 0 ,,
period1,sc01,t7676, 0 ,,
period1,sc01,t7677, 0 ,,
period1,sc01,t7678, 0 ,,
period1,sc01,t7679, 0 ,,
period1,sc01,t7680, 0 ,,
period1,sc01,t7681, 0 ,,
period1,sc01,t7682, 0 ,,
period1,sc01,t7683, 0 ,,
period1,sc01,t7684, 0 ,,
period1,sc01,t7685, 0 ,,
period1,sc01,t7686, 0 ,,
period1,sc01,t7687, 0 ,,
period1,sc01,t7688, 0.5936407995 ,,
period1,sc01,t7689, 0.5936407995 ,,
period1,sc01,t7690, 0.5936407995 ,,
period1,sc01,t7691, 0.5936407995 ,,
period1,sc01,t7692, 0.5936407995 ,,
period1,sc01,t7693, 0.5936407995 ,,
period1,sc01,t7694, 0.5936407995 ,,
period1,sc01,t7695, 0.5936407995 ,,
period1,sc01,t7696, 0.5936407995 ,,
period1,sc01,t7697, 0 ,,
period1,sc01,t7698, 0 ,,
period1,sc01,t7699, 0 ,,
period1,sc01,t7700, 0 ,,
period1,sc01,t7701, 0 ,,
period1,sc01,t7702, 0 ,,
period1,sc01,t7703, 0 ,,
period1,sc01,t7704, 0 ,,
period1,sc01,t7705, 0 ,,
period1,sc01,t7706, 0 ,,
period1,sc01,t7707, 0 ,,
period1,sc01,t7708, 0 ,,
period1,sc01,t7709, 0 ,,
period1,sc01,t7710, 0 ,,
period1,sc01,t7711, 0 ,,
period1,sc01,t7712, 0 ,,
period1,sc01,t7713, 1.59772977 ,,
period1,sc01,t7714, 1.59772977 ,,
period1,sc01,t7715, 1.59772977 ,,
period1,sc01,t7716, 1.59772977 ,,
period1,sc01,t7717, 1.59772977 ,,
period1,sc01,t7718, 1.59772977 ,,
period1,sc01,t7719, 1.59772977 ,,
period1,sc01,t7720, 0 ,,
period1,sc01,t7721, 0 ,,
period1,sc01,t7722, 0 ,,
period1,sc01,t7723, 0 ,,
period1,sc01,t7724, 0 ,,
period1,sc01,t7725, 0 ,,
period1,sc01,t7726, 0 ,,
period1,sc01,t7727, 0 ,,
period1,sc01,t7728, 0 ,,
period1,sc01,t7729, 0 ,,
period1,sc01,t7730, 0 ,,
period1,sc01,t7731, 0 ,,
period1,sc01,t7732, 0 ,,
period1,sc01,t7733, 0 ,,
period1,sc01,t7734, 0 ,,
period1,sc01,t7735, 0 ,,
period1,sc01,t7736, 0 ,,
period1,sc01,t7737, 0 ,,
period1,sc01,t7738, 0.9980053695 ,,
period1,sc01,t7739, 0.9980053695 ,,
period1,sc01,t7740, 0.9980053695 ,,
period1,sc01,t7741, 0.9980053695 ,,
period1,sc01,t7742, 0.9980053695 ,,
period1,sc01,t7743, 0.9980053695 ,,
period1,sc01,t7744, 0.9980053695 ,,
period1,sc01,t7745, 0 ,,
period1,sc01,t7746, 0 ,,
period1,sc01,t7747, 0 ,,
period1,sc01,t7748, 0 ,,
period1,sc01,t7749, 0 ,,
period1,sc01,t7750, 0 ,,
period1,sc01,t7751, 0 ,,
period1,sc01,t7752, 0 ,,
period1,sc01,t7753, 0 ,,
period1,sc01,t7754, 0 ,,
period1,sc01,t7755, 0 ,,
period1,sc01,t7756, 0 ,,
period1,sc01,t7757, 0 ,,
period1,sc01,t7758, 0 ,,
period1,sc01,t7759, 0 ,,
period1,sc01,t7760, 0 ,,
period1,sc01,t7761, 0 ,,
period1,sc01,t7762, 1.927408668 ,,
period1,sc01,t7763, 1.927408668 ,,
period1,sc01,t7764, 1.927408668 ,,
period1,sc01,t7765, 1.927408668 ,,
period1,sc01,t7766, 1.927408668 ,,
period1,sc01,t7767, 1.927408668 ,,
period1,sc01,t7768, 1.927408668 ,,
period1,sc01,t7769, 0 ,,
period1,sc01,t7770, 0 ,,
period1,sc01,t7771, 0 ,,
period1,sc01,t7772, 0 ,,
period1,sc01,t7773, 0 ,,
period1,sc01,t7774, 0 ,,
period1,sc01,t7775, 0 ,,
period1,sc01,t7776, 0 ,,
period1,sc01,t7777, 0 ,,
period1,sc01,t7778, 0 ,,
period1,sc01,t7779, 0 ,,
period1,sc01,t7780, 0 ,,
period1,sc01,t7781, 0 ,,
period1,sc01,t7782, 0 ,,
period1,sc01,t7783, 0 ,,
period1,sc01,t7784, 0 ,,
period1,sc01,t7785, 0 ,,
period1,sc01,t7786, 1.9022832195 ,,
period1,sc01,t7787, 1.9022832195 ,,
period1,sc01,t7788, 1.9022832195 ,,
period1,sc01,t7789, 1.9022832195 ,,
period1,sc01,t7790, 1.9022832195 ,,
period1,sc01,t7791, 1.9022832195 ,,
period1,sc01,t7792, 1.9022832195 ,,
period1,sc01,t7793, 1.9022832195 ,,
period1,sc01,t7794, 1.9022832195 ,,
period1,sc01,t7795, 0 ,,
period1,sc01,t7796, 0 ,,
period1,sc01,t7797, 0 ,,
period1,sc01,t7798, 0 ,,
period1,sc01,t7799, 0 ,,
period1,sc01,t7800, 0 ,,
period1,sc01,t7801, 0 ,,
period1,sc01,t7802, 0 ,,
period1,sc01,t7803, 0 ,,
period1,sc01,t7804, 0 ,,
period1,sc01,t7805, 0 ,,
period1,sc01,t7806, 0 ,,
period1,sc01,t7807, 0 ,,
period1,sc01,t7808, 1.7171233215 ,,
period1,sc01,t7809, 1.7171233215 ,,
period1,sc01,t7810, 1.7171233215 ,,
period1,sc01,t7811, 1.7171233215 ,,
period1,sc01,t7812, 1.7171233215 ,,
period1,sc01,t7813, 1.7171233215 ,,
period1,sc01,t7814, 1.7171233215 ,,
period1,sc01,t7815, 1.7171233215 ,,
